场景,风电场景,光伏场景,日氨产量(t/day),时段,时段序号(h),常规负荷功率(MW),风电功率(MW),光伏功率(MW),新能源总功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),总负荷功率(MW),购电功率(MW),售电功率(MW),碱性电解槽状态,PEM电解槽状态,合成氨装置状态,电网购电模式,碱性制氢量(kg/h),PEM制氢量(kg/h),合成氨产量(kg/h),购电电价(¥/kWh),售电电价(¥/kWh)
风电5-光伏2,5,2,54.0,16:00-17:00,17,3.75,15.664,19.2,34.864,9.965217391304346,20.0,1.148782608695652,34.864000000000004,7.105427357601002e-15,0.0,1,1,1,0,139.51304347826084,320.0,2297.565217391304,0.6074,0.3779
风电5-光伏2,5,2,54.0,17:00-18:00,18,3.1398,8.372,9.6,17.972,0.0,19.21924842066126,0.7687699368264503,23.127818357487712,5.155818357487711,0.0,0,1,1,1,0.0,307.50797473058014,1537.5398736529007,0.6074,0.3779
风电5-光伏2,5,2,54.0,18:00-19:00,19,2.61,7.872,3.2,11.072,0.0,8.13653846153846,0.32546153846153847,11.072,0.0,0.0,0,1,1,0,0.0,130.18461538461537,650.9230769230769,0.8024,0.3779
风电5-光伏2,5,2,54.0,19:00-20:00,20,2.1198,11.175999999999998,0.0,11.175999999999998,0.0,8.707884615384614,0.3483153846153846,11.175999999999998,0.0,0.0,0,1,1,0,0.0,139.32615384615383,696.6307692307691,0.8024,0.3779
风电5-光伏2,5,2,54.0,20:00-21:00,21,1.8599999999999999,9.884,0.0,9.884,0.0,7.7153846153846155,0.3086153846153846,9.884,0.0,0.0,0,1,1,0,0.0,123.44615384615385,617.2307692307693,0.8024,0.3779
风电5-光伏2,5,2,54.0,21:00-22:00,22,1.6301999999999999,9.02,0.0,9.02,0.0,7.1055769230769235,0.2842230769230769,9.02,0.0,0.0,0,1,1,0,0.0,113.68923076923078,568.4461538461538,0.6074,0.3779
风电5-光伏2,5,2,54.0,22:00-23:00,23,1.56,6.204,0.0,6.204,0.0,20.00000000000004,0.8000000000000016,22.36000000000004,16.156000000000038,0.0,0,1,1,1,0.0,320.0000000000006,1600.0000000000032,0.6074,0.3779
风电5-光伏2,5,2,54.0,23:00-24:00,24,1.4802,16.928,0.0,16.928,20.0,20.0,1.5,42.980199999999996,26.052199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,45.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,45.0,1:00-2:00,2,1.0997999999999999,13.5,0.0,13.5,20.0,20.0,1.5,42.5998,29.099800000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,45.0,2:00-3:00,3,0.7998000000000001,15.392,0.0,15.392,20.0,20.0,1.5,42.299800000000005,26.907800000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,45.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电5-光伏2,5,2,45.0,4:00-5:00,5,1.1802000000000001,15.144,0.0,15.144,19.999999696765865,20.0,1.4999999893868055,42.680199686152676,27.536199686152678,0.0,1,1,1,1,279.99999575472214,320.0,2999.999978773611,0.3424,0.3779
风电5-光伏2,5,2,45.0,5:00-6:00,6,1.6301999999999999,14.315999999999999,0.0,14.315999999999999,20.0,20.0,1.5,43.1302,28.814200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,45.0,6:00-7:00,7,2.5002,17.852,0.0,17.852,20.0,20.0,1.5,44.0002,26.1482,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,45.0,7:00-8:00,8,3.3701999999999996,9.628,3.2,12.828,0.0,9.094038461538462,0.3637615384615384,12.828,0.0,0.0,0,1,1,0,0.0,145.5046153846154,727.5230769230768,0.6074,0.3779
风电5-光伏2,5,2,45.0,8:00-9:00,9,4.0098,22.324,10.88,33.204,0.0,20.0,0.7999999999999999,24.8098,0.0,8.394200000000001,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电5-光伏2,5,2,45.0,9:00-10:00,10,4.199999999999999,20.928,17.92,38.848,0.0,20.0,0.8,25.0,0.0,13.847999999999999,0,1,1,0,0.0,320.0,1600.0,0.6074,0.3779
风电5-光伏2,5,2,45.0,10:00-11:00,11,4.1202,15.995999999999999,24.96,40.956,6.301099204332886,19.999999999999993,1.0205384721516508,31.44183767648453,0.0,9.514162323515475,1,1,1,0,88.21538886066041,319.9999999999999,2041.0769443033016,0.8024,0.3779
风电5-光伏2,5,2,45.0,11:00-12:00,12,3.9000000000000004,14.328000000000001,31.36,45.688,20.0,20.0,1.5,45.4,0.0,0.2880000000000038,1,1,1,0,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏2,5,2,45.0,12:00-13:00,13,3.2598000000000003,12.74,35.84,48.580000000000005,0.0,20.0,0.7999999999999999,24.0598,0.0,24.520200000000006,0,1,1,0,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电5-光伏2,5,2,45.0,13:00-14:00,14,2.6898,12.812,37.12,49.931999999999995,0.0,20.0,0.8,23.4898,0.0,26.442199999999996,0,1,1,0,0.0,320.0,1600.0,0.8024,0.3779
风电5-光伏2,5,2,45.0,14:00-15:00,15,3.63,8.256,32.0,40.256,0.0,20.0,0.8,24.43,0.0,15.826,0,1,1,0,0.0,320.0,1600.0,0.8024,0.3779
风电5-光伏2,5,2,45.0,15:00-16:00,16,3.8202000000000003,8.556000000000001,25.6,34.156000000000006,0.0,20.0,0.8,24.6202,0.0,9.535800000000005,0,1,1,0,0.0,320.0,1600.0,0.6074,0.3779
风电5-光伏2,5,2,45.0,16:00-17:00,17,3.75,15.664,19.2,34.864,0.0,20.0,0.7999999999999999,24.55,0.0,10.313999999999997,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电5-光伏2,5,2,45.0,17:00-18:00,18,3.1398,8.372,9.6,17.972,0.0,14.261730769230768,0.5704692307692307,17.971999999999998,0.0,3.552713678800501e-15,0,1,1,0,0.0,228.1876923076923,1140.9384615384615,0.6074,0.3779
风电5-光伏2,5,2,45.0,18:00-19:00,19,2.61,7.872,3.2,11.072,0.0,8.13653846153846,0.32546153846153847,11.072,0.0,0.0,0,1,1,0,0.0,130.18461538461537,650.9230769230769,0.8024,0.3779
风电5-光伏2,5,2,45.0,19:00-20:00,20,2.1198,11.175999999999998,0.0,11.175999999999998,0.0,8.707884615384618,0.3483153846153846,11.176000000000002,3.552713678800501e-15,0.0,0,1,1,0,0.0,139.3261538461539,696.6307692307691,0.8024,0.3779
风电5-光伏2,5,2,45.0,20:00-21:00,21,1.8599999999999999,9.884,0.0,9.884,0.0,7.7153846153846155,0.3086153846153846,9.884,0.0,0.0,0,1,1,0,0.0,123.44615384615385,617.2307692307693,0.8024,0.3779
风电5-光伏2,5,2,45.0,21:00-22:00,22,1.6301999999999999,9.02,0.0,9.02,0.0,7.105576923076923,0.2842230769230769,9.02,0.0,0.0,0,1,1,0,0.0,113.68923076923076,568.4461538461538,0.6074,0.3779
风电5-光伏2,5,2,45.0,22:00-23:00,23,1.56,6.204,0.0,6.204,0.0,4.4653846153846155,0.17861538461538462,6.204,0.0,0.0,0,1,1,0,0.0,71.44615384615385,357.2307692307692,0.6074,0.3779
风电5-光伏2,5,2,45.0,23:00-24:00,24,1.4802,16.928,0.0,16.928,20.0,20.0,1.5,42.980199999999996,26.052199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,36.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,36.0,1:00-2:00,2,1.0997999999999999,13.5,0.0,13.5,20.0,20.0,1.5,42.5998,29.099800000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,36.0,2:00-3:00,3,0.7998000000000001,15.392,0.0,15.392,20.0,20.0,1.5,42.299800000000005,26.907800000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,36.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电5-光伏2,5,2,36.0,4:00-5:00,5,1.1802000000000001,15.144,0.0,15.144,20.0,20.0,1.5,42.6802,27.5362,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,36.0,5:00-6:00,6,1.6301999999999999,14.315999999999999,0.0,14.315999999999999,20.0,20.0,1.5,43.1302,28.814200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏2,5,2,36.0,6:00-7:00,7,2.5002,17.852,0.0,17.852,19.999999518189366,20.0,1.4999999831366277,44.00019950132599,26.148199501325987,0.0,1,1,1,1,279.99999325465114,320.0,2999.9999662732553,0.3424,0.3779
风电5-光伏2,5,2,36.0,7:00-8:00,8,3.3701999999999996,9.628,3.2,12.828,0.0,0.0,0.0,3.3701999999999996,0.0,9.457799999999999,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电5-光伏2,5,2,36.0,8:00-9:00,9,4.0098,22.324,10.88,33.204,0.0,20.0,0.7999999999999999,24.8098,0.0,8.394200000000001,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电5-光伏2,5,2,36.0,9:00-10:00,10,4.199999999999999,20.928,17.92,38.848,0.0,20.0,0.8,25.0,0.0,13.847999999999999,0,1,1,0,0.0,320.0,1600.0,0.6074,0.3779
风电5-光伏2,5,2,36.0,10:00-11:00,11,4.1202,15.995999999999999,24.96,40.956,0.0,19.999999999999993,0.7999999999999997,24.920199999999994,0.0,16.03580000000001,0,1,1,0,0.0,319.9999999999999,1599.9999999999993,0.8024,0.3779
风电5-光伏2,5,2,36.0,11:00-12:00,12,3.9000000000000004,14.328000000000001,31.36,45.688,0.0,20.0,0.7999999999999999,24.7,0.0,20.988000000000003,0,1,1,0,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电5-光伏2,5,2,36.0,12:00-13:00,13,3.2598000000000003,12.74,35.84,48.580000000000005,0.0,20.0,0.7999999999999999,24.0598,0.0,24.520200000000006,0,1,1,0,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电5-光伏2,5,2,36.0,13:00-14:00,14,2.6898,12.812,37.12,49.931999999999995,0.0,10.000000421584353,0.4000000168633741,13.089800438447726,0.0,36.84219956155227,0,1,1,0,0.0,160.00000674534965,800.0000337267483,0.8024,0.3779
风电5-光伏2,5,2,36.0,14:00-15:00,15,3.63,8.256,32.0,40.256,0.0,0.0,0.0,3.63,0.0,36.626,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电5-光伏2,5,2,36.0,15:00-16:00,16,3.8202000000000003,8.556000000000001,25.6,34.156000000000006,0.0,20.0,0.8,24.6202,0.0,9.535800000000005,0,1,1,0,0.0,320.0,1600.0,0.6074,0.3779
风电5-光伏2,5,2,36.0,16:00-17:00,17,3.75,15.664,19.2,34.864,0.0,20.0,0.7999999999999999,24.55,0.0,10.313999999999997,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电5-光伏2,5,2,36.0,17:00-18:00,18,3.1398,8.372,9.6,17.972,0.0,0.0,0.0,3.1398,0.0,14.8322,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电5-光伏2,5,2,36.0,18:00-19:00,19,2.61,7.872,3.2,11.072,0.0,0.0,0.0,2.61,0.0,8.462,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电5-光伏2,5,2,36.0,19:00-20:00,20,2.1198,11.175999999999998,0.0,11.175999999999998,0.0,0.0,0.0,2.1198,0.0,9.056199999999999,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电5-光伏2,5,2,36.0,20:00-21:00,21,1.8599999999999999,9.884,0.0,9.884,0.0,0.0,0.0,1.8599999999999999,0.0,8.024000000000001,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电5-光伏2,5,2,36.0,21:00-22:00,22,1.6301999999999999,9.02,0.0,9.02,0.0,0.0,0.0,1.6301999999999999,0.0,7.389799999999999,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电5-光伏2,5,2,36.0,22:00-23:00,23,1.56,6.204,0.0,6.204,0.0,0.0,0.0,1.56,0.0,4.644,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电5-光伏2,5,2,36.0,23:00-24:00,24,1.4802,16.928,0.0,16.928,20.0,20.0,1.5,42.980199999999996,26.052199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,1:00-2:00,2,1.0997999999999999,13.5,0.0,13.5,20.0,20.0,1.5,42.5998,29.099800000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,2:00-3:00,3,0.7998000000000001,15.392,0.0,15.392,20.0,20.0,1.5,42.299800000000005,26.907800000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,20.0,1.5,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,4:00-5:00,5,1.1802000000000001,15.144,0.0,15.144,20.0,20.0,1.5,42.6802,27.5362,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,5:00-6:00,6,1.6301999999999999,14.315999999999999,0.0,14.315999999999999,20.0,20.0,1.5,43.1302,28.814200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,6:00-7:00,7,2.5002,17.852,0.0,17.852,20.0,20.0,1.5,44.0002,26.1482,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,72.0,7:00-8:00,8,3.3701999999999996,9.628,1.28,10.908,20.0,20.0,1.5,44.8702,33.962199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,8:00-9:00,9,4.0098,22.324,3.2,25.524,20.0,20.0,1.5,45.5098,19.985799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,9:00-10:00,10,4.199999999999999,20.928,5.12,26.048000000000002,20.0,20.0,1.5,45.7,19.652,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,10:00-11:00,11,4.1202,15.995999999999999,7.68,23.676,20.0,20.0,1.5,45.6202,21.9442,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,11:00-12:00,12,3.9000000000000004,14.328000000000001,11.52,25.848,20.0,20.0,1.5,45.4,19.552,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,12:00-13:00,13,3.2598000000000003,12.74,14.08,26.82,20.0,20.0,1.5,44.7598,17.939799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,13:00-14:00,14,2.6898,12.812,14.08,26.892,20.0,20.0,1.5,44.1898,17.2978,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,14:00-15:00,15,3.63,8.256,11.52,19.776,20.0,20.0,1.5,45.129999999999995,25.353999999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,15:00-16:00,16,3.8202000000000003,8.556000000000001,7.04,15.596,20.0,20.0,1.5,45.3202,29.7242,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,16:00-17:00,17,3.75,15.664,5.12,20.784,20.0,20.0,1.5,45.25,24.466,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,17:00-18:00,18,3.1398,8.372,3.2,11.572,20.0,20.0,1.5,44.6398,33.067800000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,18:00-19:00,19,2.61,7.872,1.28,9.152,20.0,20.0,1.5,44.11,34.958,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,19:00-20:00,20,2.1198,11.175999999999998,0.0,11.175999999999998,20.0,20.0,1.5,43.6198,32.443799999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,20:00-21:00,21,1.8599999999999999,9.884,0.0,9.884,20.0,20.0,1.5,43.36,33.476,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电5-光伏3,5,3,72.0,21:00-22:00,22,1.6301999999999999,9.02,0.0,9.02,20.0,20.0,1.5,43.1302,34.110200000000006,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,22:00-23:00,23,1.56,6.204,0.0,6.204,20.0,20.0,1.5,43.06,36.856,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,72.0,23:00-24:00,24,1.4802,16.928,0.0,16.928,20.0,20.0,1.5,42.980199999999996,26.052199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,63.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,19.999999999999993,1.4999999999999998,42.8698,33.0938,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电5-光伏3,5,3,63.0,1:00-2:00,2,1.0997999999999999,13.5,0.0,13.5,20.0,20.0,1.5,42.5998,29.099800000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,63.0,2:00-3:00,3,0.7998000000000001,15.392,0.0,15.392,20.0,20.0,1.5,42.299800000000005,26.907800000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,63.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电5-光伏3,5,3,63.0,4:00-5:00,5,1.1802000000000001,15.144,0.0,15.144,20.0,20.0,1.5,42.6802,27.5362,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,63.0,5:00-6:00,6,1.6301999999999999,14.315999999999999,0.0,14.315999999999999,20.0,20.0,1.5,43.1302,28.814200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,63.0,6:00-7:00,7,2.5002,17.852,0.0,17.852,20.0,20.0,1.5,44.0002,26.1482,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,63.0,7:00-8:00,8,3.3701999999999996,9.628,1.28,10.908,20.0,20.0,1.5,44.8702,33.962199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,63.0,8:00-9:00,9,4.0098,22.324,3.2,25.524,20.0,19.999999999999993,1.4999999999999998,45.50979999999999,19.98579999999999,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.6074,0.3779
风电5-光伏3,5,3,63.0,9:00-10:00,10,4.199999999999999,20.928,5.12,26.048000000000002,19.999999999999993,20.0,1.4999999999999998,45.69999999999999,19.651999999999987,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.6074,0.3779
风电5-光伏3,5,3,63.0,10:00-11:00,11,4.1202,15.995999999999999,7.68,23.676,0.0,19.999999999999996,0.7999999999999998,24.920199999999998,1.2441999999999993,0.0,0,1,1,1,0.0,319.99999999999994,1599.9999999999995,0.8024,0.3779
风电5-光伏3,5,3,63.0,11:00-12:00,12,3.9000000000000004,14.328000000000001,11.52,25.848,5.474561766735657,20.0,0.9916096618357481,30.366171428571405,4.5181714285714065,0.0,1,1,1,1,76.6438647342992,320.0,1983.219323671496,0.8024,0.3779
风电5-光伏3,5,3,63.0,12:00-13:00,13,3.2598000000000003,12.74,14.08,26.82,2.666859903381643,20.0,0.8933400966183576,26.82,0.0,0.0,1,1,1,0,37.336038647343,320.0,1786.680193236715,0.8024,0.3779
风电5-光伏3,5,3,63.0,13:00-14:00,14,2.6898,12.812,14.08,26.892,3.287149758454105,20.0,0.9150502415458937,26.892,0.0,0.0,1,1,1,0,46.02009661835747,320.0,1830.1004830917873,0.8024,0.3779
风电5-光伏3,5,3,63.0,14:00-15:00,15,3.63,8.256,11.52,19.776,0.0,20.0,0.7999999999999999,24.43,4.654,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电5-光伏3,5,3,63.0,15:00-16:00,16,3.8202000000000003,8.556000000000001,7.04,15.596,20.0,20.0,1.5,45.3202,29.7242,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,63.0,16:00-17:00,17,3.75,15.664,5.12,20.784,20.0,20.0,1.5,45.25,24.466,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,63.0,17:00-18:00,18,3.1398,8.372,3.2,11.572,20.0,19.999999999999993,1.4999999999999998,44.639799999999994,33.06779999999999,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.6074,0.3779
风电5-光伏3,5,3,63.0,18:00-19:00,19,2.61,7.872,1.28,9.152,0.0,20.0,0.7999999999999999,23.41,14.258000000000001,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电5-光伏3,5,3,63.0,19:00-20:00,20,2.1198,11.175999999999998,0.0,11.175999999999998,19.999999999999993,20.0,1.4999999999999998,43.6198,32.443799999999996,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.8024,0.3779
风电5-光伏3,5,3,63.0,20:00-21:00,21,1.8599999999999999,9.884,0.0,9.884,0.0,20.0,0.7999999999999999,22.66,12.776,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电5-光伏3,5,3,63.0,21:00-22:00,22,1.6301999999999999,9.02,0.0,9.02,19.999999999999993,20.0,1.4999999999999998,43.13019999999999,34.11019999999999,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.6074,0.3779
风电5-光伏3,5,3,63.0,22:00-23:00,23,1.56,6.204,0.0,6.204,20.0,20.0,1.5,43.06,36.856,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电5-光伏3,5,3,63.0,23:00-24:00,24,1.4802,16.928,0.0,16.928,20.0,20.0,1.5,42.980199999999996,26.052199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.000000000000007,19.999999999999993,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0000000000001,319.9999999999999,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,1:00-2:00,2,1.0997999999999999,13.5,0.0,13.5,20.0,20.0,1.5,42.5998,29.099800000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,2:00-3:00,3,0.7998000000000001,15.392,0.0,15.392,20.0,20.0,1.5,42.299800000000005,26.907800000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,3:00-4:00,4,0.99,13.312,0.0,13.312,19.999999999999996,19.999999999999996,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,279.99999999999994,319.99999999999994,2999.9999999999995,0.3424,0.3779
风电5-光伏3,5,3,54.0,4:00-5:00,5,1.1802000000000001,15.144,0.0,15.144,20.0,20.0,1.5,42.6802,27.5362,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,5:00-6:00,6,1.6301999999999999,14.315999999999999,0.0,14.315999999999999,20.0,20.0,1.5,43.1302,28.814200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,6:00-7:00,7,2.5002,17.852,0.0,17.852,20.0,20.0,1.5,44.0002,26.1482,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电5-光伏3,5,3,54.0,7:00-8:00,8,3.3701999999999996,9.628,1.28,10.908,20.000000000000007,20.0,1.5000000000000002,44.87020000000001,33.96220000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电5-光伏3,5,3,54.0,8:00-9:00,9,4.0098,22.324,3.2,25.524,5.010825577796523,20.000000000000004,0.9753788952228784,29.996004473019404,4.472004473019403,0.0,1,1,1,1,70.15155808915132,320.00000000000006,1950.7577904457567,0.6074,0.3779
风电5-光伏3,5,3,54.0,9:00-10:00,10,4.199999999999999,20.928,5.12,26.048000000000002,19.999999999999993,20.0,1.4999999999999998,45.69999999999999,19.651999999999987,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.6074,0.3779
风电5-光伏3,5,3,54.0,10:00-11:00,11,4.1202,15.995999999999999,7.68,23.676,0.0,18.803653846153846,0.7521461538461538,23.676000000000002,3.552713678800501e-15,0.0,0,1,1,0,0.0,300.85846153846154,1504.2923076923075,0.8024,0.3779
风电5-光伏3,5,3,54.0,11:00-12:00,12,3.9000000000000004,14.328000000000001,11.52,25.848,2.0,19.11346153846154,0.8345384615384616,25.848000000000003,3.552713678800501e-15,0.0,1,1,1,0,28.0,305.81538461538463,1669.076923076923,0.8024,0.3779
风电5-光伏3,5,3,54.0,12:00-13:00,13,3.2598000000000003,12.74,14.08,26.82,2.6668604479053903,19.99999945809416,0.893340094000455,26.820000000000004,3.552713678800501e-15,0.0,1,1,1,1,37.33604627067547,319.99999132950654,1786.68018800091,0.8024,0.3779
风电5-光伏3,5,3,54.0,13:00-14:00,14,2.6898,12.812,14.08,26.892,3.287149758454105,20.0,0.9150502415458937,26.892,0.0,0.0,1,1,1,0,46.02009661835747,320.0,1830.1004830917873,0.8024,0.3779
风电5-光伏3,5,3,54.0,14:00-15:00,15,3.63,8.256,11.52,19.776,0.0,15.525,0.621,19.776,0.0,0.0,0,1,1,0,0.0,248.4,1242.0,0.8024,0.3779
风电5-光伏3,5,3,54.0,15:00-16:00,16,3.8202000000000003,8.556000000000001,7.04,15.596,20.000000000000007,19.999999999999993,1.5,45.3202,29.7242,0.0,1,1,1,1,280.0000000000001,319.9999999999999,3000.0,0.6074,0.3779
风电5-光伏3,5,3,54.0,16:00-17:00,17,3.75,15.664,5.12,20.784,20.000000000000004,19.999999999999996,1.5,45.25,24.466,0.0,1,1,1,1,280.00000000000006,319.99999999999994,3000.0,0.6074,0.3779
